affected#a#1	100
affected#a#2	200
affected#a#3	100
banker#n#1	100
banker#n#2	100
barker#n#1	100
barker#n#2	100
bop#n#1	None
bop#n#2	100
bop#v#1	100
bop#v#2	200
bowler#n#1	100
bowler#n#2	100
bowler#n#3	200
boxing#n#1	200
boxing#n#2	100
bride#n#1	100
bride#n#2	None
bride#n#3	100
buggy#a#1	200
buggy#a#2	200
buggy#n#1	100
burden#n#1	100
burden#n#2	100
burden#n#3	100
burden#n#4	100
burden#v#1	100
burden#v#2	100
bus#n#1	100
bus#n#2	100
bus#n#3	100
bus#n#4	100
bus#v#1	100
bus#v#2	100
bus#v#3	200
cab#n#1	100
cab#n#2	100
cab#n#3	100
cab#v#1	100
camp#a#1	200
camp#n#1	100
camp#n#2	100
camp#n#3	100
camp#n#4	100
camp#n#5	100
camp#n#6	200
camp#n#7	100
camp#n#8	100
camp#v#1	100
camp#v#2	100
camp#v#3	100
chess#n#1	200
chess#n#2	100
chip#n#1	100
chip#n#2	100
chip#n#3	100
chip#n#4	100
chip#n#5	100
chip#n#6	100
chip#n#7	100
chip#n#8	100
chip#n#9	100
chip#v#1	100
chip#v#2	100
chip#v#3	100
chip#v#4	100
chip#v#5	100
chow#n#1	None
chow#n#2	100
chow#n#3	200
chum#n#1	100
chum#n#2	200
chum#n#3	None
chute#n#1	300
chute#n#2	100
chute#v#1	300
cocktail#n#1	100
cocktail#n#2	100
console#n#1	200
console#n#2	200
console#n#3	None
console#n#4	200
console#v#1	100
cop#n#1	200
cop#v#1	100
cop#v#2	100
corruption#n#1	100
corruption#n#2	100
corruption#n#3	100
corruption#n#4	100
corruption#n#5	100
corruption#n#6	100
cortex#n#1	100
cortex#n#2	100
cortex#n#3	100
cosmetic#a#1	100
cosmetic#a#2	100
cosmetic#n#1	100
cosmic#a#1	100
cosmic#a#2	100
cost#n#1	100
cost#n#2	100
cost#n#3	100
cost#v#1	100
cost#v#2	100
costly#a#1	100
costly#a#2	100
council#n#1	100
council#n#2	100
council#n#3	100
cramp#n#1	100
cramp#n#2	200
cramp#n#3	200
cramp#v#1	200
cramp#v#2	200
cramp#v#3	200
cramp#v#4	100
cube#n#1	100
cube#n#2	100
cube#n#3	100
cube#n#4	200
cube#n#5	100
cube#v#1	100
cube#v#2	100
dent#n#1	None
dent#n#2	100
dent#n#3	100
dent#v#1	100
dotty#a#1	100
dotty#a#2	100
dove#n#1	100
dove#n#2	100
dove#n#3	100
dove#n#4	100
dove#n#5	100
dresser#n#1	200
dresser#n#2	100
dresser#n#3	100
dresser#n#4	200
dresser#n#5	200
drone#n#1	100
drone#n#2	200
drone#n#3	100
drone#n#4	100
drone#n#5	200
drone#v#1	200
drone#v#2	200
drove#n#1	200
drove#n#2	200
drove#n#3	100
exploit#n#1	100
exploit#v#1	200
exploit#v#2	200
exploit#v#3	200
felon#n#1	100
felon#n#2	200
flight#n#1	100
flight#n#2	100
flight#n#3	200
flight#n#4	200
flight#n#5	100
flight#n#6	100
flight#n#7	100
flight#n#8	100
flight#n#9	100
flight#v#1	100
flight#v#2	100
flight#v#3	100
frail#a#1	100
frail#a#2	100
frail#a#3	100
frail#n#1	200
frail#n#2	200
freak#n#1	100
freak#n#2	100
freak#v#1	100
fudge#n#1	100
fudge#v#1	200
fudge#v#2	200
funk#n#1	100
funk#n#2	None
funk#n#3	200
funk#v#1	100
funky#a#1	None
funky#a#2	200
funky#a#3	200
funky#a#4	100
gag#n#1	200
gag#n#2	100
gag#v#1	100
gag#v#2	100
gag#v#3	100
gag#v#4	200
gag#v#5	100
gag#v#6	100
gag#v#7	100
gang#n#1	100
gang#n#2	100
gang#n#3	100
gang#n#4	100
gang#v#1	100
gee#n#1	None
gee#v#1	100
gee#v#2	100
glare#n#1	100
glare#n#2	100
glare#n#3	100
glare#v#1	100
glare#v#2	100
glare#v#3	100
ground#n#1	100
ground#n#10	100
ground#n#11	100
ground#n#2	100
ground#n#3	100
ground#n#4	100
ground#n#5	100
ground#n#6	100
ground#n#7	100
ground#n#8	100
ground#n#9	100
ground#v#1	100
ground#v#10	100
ground#v#11	100
ground#v#12	100
ground#v#2	100
ground#v#3	100
ground#v#4	100
ground#v#5	100
ground#v#6	100
ground#v#7	100
ground#v#8	100
ground#v#9	100
ham#n#1	100
ham#n#2	None
ham#n#3	200
ham#n#4	200
ham#v#1	200
hitch#n#1	100
hitch#n#2	100
hitch#n#3	100
hitch#n#4	100
hitch#n#5	100
hitch#n#6	100
hitch#n#7	100
hitch#v#1	100
hitch#v#2	100
hitch#v#3	100
hitch#v#4	200
hitch#v#5	100
hooker#n#1	None
hooker#n#2	None
hooker#n#3	300
hooker#n#4	200
hooker#n#5	200
imperial#a#1	100
imperial#a#2	100
imperial#a#3	100
imperial#a#4	100
imperial#n#1	200
imperial#n#2	None
intent#a#1	200
intent#n#1	100
intent#n#2	100
intimate#a#1	100
intimate#a#2	100
intimate#a#3	100
intimate#a#4	100
intimate#a#5	100
intimate#a#6	100
intimate#n#1	100
intimate#v#1	200
intimate#v#2	200
jerky#a#1	100
jerky#a#2	100
jerky#a#3	100
jerky#n#1	200
jig#n#1	200
jig#n#2	200
jig#n#3	100
jig#n#4	200
jig#v#1	100
jog#n#1	200
jog#n#2	100
jog#n#3	100
jog#v#1	100
jog#v#2	100
jog#v#3	100
jog#v#4	100
jog#v#5	100
jog#v#6	100
lash#n#1	100
lash#n#2	100
lash#n#3	100
lash#v#1	100
lash#v#2	100
lash#v#3	100
lash#v#4	200
lighten#v#1	200
lighten#v#2	200
lighten#v#3	200
lighten#v#4	100
lighten#v#5	200
lighten#v#6	200
lighter#n#1	100
lighter#n#2	100
lighter#n#3	200
lighter#v#1	200
limbo#n#1	100
limbo#n#2	100
limbo#n#3	100
lining#n#1	100
lining#n#2	100
lining#n#3	100
lining#n#4	100
liver#a#1	100
liver#n#1	100
liver#n#2	100
liver#n#3	200
liver#n#4	200
mill#n#1	100
mill#n#2	None
mill#n#3	None
mill#n#4	100
mill#n#5	100
mill#v#1	None
mill#v#2	100
mill#v#3	100
mill#v#4	100
mode#n#1	100
mode#n#2	100
mode#n#3	100
mode#n#4	100
mode#n#5	100
mode#n#6	None
mule#n#1	100
mule#n#2	200
multiply#r#1	200
multiply#v#1	100
multiply#v#2	100
multiply#v#3	100
multiply#v#4	100
mush#n#1	100
mush#n#2	100
mush#n#3	100
mush#n#4	200
mush#v#1	200
mush#v#2	200
novel#a#1	200
novel#a#2	200
novel#n#1	100
novel#n#2	100
nun#n#1	100
nun#n#2	None
nun#n#3	200
opera#n#1	100
opera#n#2	None
opera#n#3	100
pace#n#1	100
pace#n#2	100
pace#n#3	100
pace#n#4	100
pace#n#5	100
pace#n#6	100
pace#v#1	100
pace#v#2	100
pace#v#3	100
pace#v#4	100
painter#n#1	100
painter#n#2	100
painter#n#3	200
painter#n#4	None
paste#n#1	100
paste#n#2	100
paste#n#3	100
paste#n#4	100
paste#v#1	100
paste#v#2	200
paste#v#3	100
pat#a#1	200
pat#a#2	200
pat#n#1	100
pat#n#2	100
pat#r#1	200
pat#r#2	200
pat#v#1	100
pat#v#2	100
peaked#a#1	200
peaked#a#2	100
piano#a#1	200
piano#n#1	100
piano#n#2	200
piano#r#1	200
pipe#n#1	100
pipe#n#2	100
pipe#n#3	100
pipe#n#4	100
pipe#n#5	100
pipe#v#1	100
pipe#v#2	100
pipe#v#3	100
pipe#v#4	100
pit#n#1	100
pit#n#10	100
pit#n#11	100
pit#n#2	100
pit#n#3	200
pit#n#4	100
pit#n#5	100
pit#n#6	100
pit#n#7	100
pit#n#8	100
pit#n#9	100
pit#v#1	100
pit#v#2	100
pit#v#3	200
plot#n#1	100
plot#n#2	200
plot#n#3	100
plot#n#4	100
plot#v#1	100
plot#v#2	100
plot#v#3	200
plot#v#4	100
pod#n#1	100
pod#n#2	100
pod#n#3	200
pod#n#4	100
pod#v#1	100
pod#v#2	100
poker#n#1	100
poker#n#2	200
poop#n#1	400
poop#n#2	None
poop#n#3	300
poop#n#4	100
pout#n#1	100
pout#n#2	200
pout#n#3	200
pout#v#1	100
pout#v#2	100
prayer#n#1	100
prayer#n#2	100
prayer#n#3	100
prayer#n#4	100
prayer#n#5	200
prop#n#1	100
prop#n#2	300
prop#n#3	300
prop#v#1	100
pussy#a#1	200
pussy#n#1	100
pussy#n#2	100
putter#n#1	200
putter#n#2	200
putter#v#1	100
putter#v#2	100
putter#v#3	100
raft#n#1	100
raft#n#2	200
raft#v#1	100
raft#v#2	100
raft#v#3	100
rating#n#1	100
rating#n#2	100
rating#n#3	100
rating#n#4	100
reel#n#1	100
reel#n#2	300
reel#n#3	100
reel#n#4	100
reel#n#5	300
reel#n#6	300
reel#v#1	200
reel#v#2	200
reel#v#3	100
refund#n#1	100
refund#n#2	100
refund#v#1	100
refuse#n#1	200
refuse#v#1	100
refuse#v#2	100
refuse#v#3	100
refuse#v#4	100
refuse#v#5	100
refuse#v#6	100
relief#n#1	100
relief#n#10	200
relief#n#11	100
relief#n#2	100
relief#n#3	100
relief#n#4	100
relief#n#5	100
relief#n#6	100
relief#n#7	200
relief#n#8	100
relief#n#9	100
repent#v#1	100
repent#v#2	100
retainer#n#1	200
retainer#n#2	100
retainer#n#3	100
revere#n#2	200
revere#v#1	100
revere#v#2	100
rib#n#1	100
rib#n#2	100
rib#n#3	100
rib#n#4	200
rib#n#5	100
rib#n#6	100
rib#v#1	100
rib#v#2	200
ringer#n#1	200
ringer#n#2	200
ringer#n#3	200
ringer#n#4	100
roach#n#1	None
roach#n#2	None
roach#n#3	None
roach#n#4	100
roach#n#5	200
roach#v#1	None
roach#v#2	None
rocky#a#1	100
rocky#a#2	200
rocky#a#3	100
rocky#a#4	200
rubber#a#1	None
rubber#n#1	100
rubber#n#2	100
rubber#n#3	100
rubber#n#4	100
rubber#n#5	100
rubber#v#1	100
rye#n#1	100
rye#n#2	100
rye#n#3	100
sec#a#1	100
sec#n#1	200
sec#n#2	200
sec#n#3	None
shark#n#1	100
shark#n#2	200
shark#n#3	200
shark#v#1	200
shark#v#2	100
shin#n#1	100
shin#n#2	100
shin#n#3	200
shin#n#4	100
shin#v#1	100
shower#n#1	100
shower#n#2	100
shower#n#3	100
shower#n#4	100
shower#n#5	200
shower#n#6	100
shower#v#1	100
shower#v#2	100
shower#v#3	100
shower#v#4	100
shower#v#5	100
sin#n#1	100
sin#n#2	100
sin#n#3	None
sin#n#4	100
sin#n#5	200
sin#n#6	100
sin#v#1	100
sin#v#2	100
skipper#n#1	200
skipper#n#2	100
skipper#n#3	100
skipper#v#1	100
slam#n#1	200
slam#n#2	100
slam#n#3	100
slam#n#4	100
slam#v#1	100
slam#v#2	100
slam#v#3	100
slam#v#4	100
slew#n#1	400
slew#v#1	200
slew#v#2	200
slick#a#1	100
slick#a#2	100
slick#a#3	100
slick#a#4	100
slick#n#1	100
slick#n#2	100
slick#n#3	100
slick#n#4	100
slick#v#1	200
slick#v#2	200
sock#n#1	100
sock#n#2	100
sock#v#1	200
sounding#a#1	100
sounding#a#2	100
sounding#a#3	100
sounding#n#1	200
sounding#n#2	200
spear#n#1	100
spear#n#2	100
spear#v#1	100
spear#v#2	100
spoke#n#1	200
spoke#n#2	200
staff#n#1	100
staff#n#2	100
staff#n#3	100
staff#n#4	200
staff#n#5	100
staff#n#6	100
staff#v#1	100
staff#v#2	100
stall#n#1	100
stall#n#2	100
stall#n#3	100
stall#n#4	100
stall#n#5	100
stall#n#6	100
stall#n#7	200
stall#v#1	200
stall#v#2	100
stall#v#3	200
stall#v#4	100
stall#v#5	100
stall#v#6	100
stall#v#7	100
stir#n#1	100
stir#n#2	100
stir#n#3	100
stir#v#1	100
stir#v#2	100
stir#v#3	100
stir#v#4	100
stir#v#5	100
stir#v#6	100
stir#v#7	100
stir#v#8	100
stove#n#1	100
stove#n#2	100
stripe#n#1	100
stripe#n#2	100
stripe#n#3	100
stripe#n#4	100
stripe#n#5	100
stripe#v#1	100
strut#n#1	100
strut#n#2	200
strut#v#1	100
supply#n#1	100
supply#n#2	100
supply#n#3	100
supply#v#1	100
supply#v#2	100
supply#v#3	100
supply#v#4	100
swarm#n#1	100
swarm#n#2	100
swarm#v#1	100
swarm#v#2	100
tacky#a#1	100
tacky#a#2	200
tanner#n#1	300
tanner#n#2	100
taxis#n#1	100
taxis#n#2	100
test#n#1	100
test#n#2	100
test#n#3	100
test#n#4	100
test#n#5	100
test#n#6	200
test#v#1	100
test#v#2	100
test#v#3	100
test#v#4	100
test#v#5	100
test#v#6	100
test#v#7	100
tier#n#1	100
tier#n#2	200
tier#n#3	200
tier#n#4	200
tier#n#5	100
toaster#n#1	200
toaster#n#2	100
tower#n#1	100
tower#n#2	100
tower#n#3	200
tower#v#1	100
tuna#n#1	200
tuna#n#2	100
tuna#n#3	100
tuna#n#4	100
twit#n#1	200
twit#n#2	100
twit#v#1	100
undone#a#1	100
undone#a#2	100
undone#a#3	100
undone#a#4	100
verse#n#1	100
verse#n#2	100
verse#n#3	100
verse#v#1	100
verse#v#2	200
vet#n#1	100
vet#n#2	200
vet#v#1	100
vet#v#2	100
vet#v#3	100
vet#v#4	100
weed#n#1	100
weed#n#2	200
weed#n#3	100
weed#v#1	100
whale#n#1	100
whale#n#2	100
whale#v#1	100
wrinkle#n#1	100
wrinkle#n#2	100
wrinkle#n#3	200
wrinkle#v#1	100
wrinkle#v#2	100
wrinkle#v#3	100
wrinkle#v#4	100
yen#n#1	200
yen#n#2	100
yen#v#1	200
zip#n#1	100
zip#n#2	None
zip#n#3	100
zip#n#4	200
zip#v#1	200
zip#v#2	100
